部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
01有排行有提醒,粤B3R80W,0,1098.7,0,0,0,0,0,0,0,0,2019/9/10,0,未拔出
01有排行有提醒,粤B2K335,56.62,1920.03,5.84,2.95,19.19,5,3,0,0,0.46,2019/9/11,94.07,未拔出
01有排行有提醒,粤BT2220,36.98,19762.87,15.58,2.26,16.36,11,6,0,0,0.59,2019/9/11,85.49,未拔出
01有排行有提醒,粤L39ES3,0,1298.93,0,0,0,0,0,0,0,0,2019/9/11,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/11,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/11,100,未拔出
01有排行有提醒,粤B3R80W,0,1098.7,0,0,0,0,0,0,0,0,2019/9/11,0,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/11,0,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/11,100,未拔出
01有排行有提醒,粤BT2220,81.55,19844.42,32.6,4.54,17.96,16,12,0,0,1.65,2019/9/12,83.25,未拔出
01有排行有提醒,粤B2K335,75.55,1995.58,7.37,3.88,19.47,10,9,1,0,0.96,2019/9/12,93.16,未拔出
01有排行有提醒,粤L39ES3,25.73,1324.66,4.42,1.88,13.69,7,15,0,0,0.22,2019/9/12,94.29,未拔出
01有排行有提醒,粤B3R80W,0,1098.7,0,0,0,0,0,0,0,0,2019/9/12,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/12,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/12,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/12,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/12,0,未拔出
01有排行有提醒,粤B2K335,50.34,2045.92,4.08,1.89,26.63,1,3,0,0,0.94,2019/9/13,85.11,未拔出
01有排行有提醒,粤L39ES3,19.76,1344.42,3.36,1.36,14.53,5,13,0,0,0.3,2019/9/13,92.19,未拔出
01有排行有提醒,粤BT2220,0.54,19844.96,0.38,0.06,9,0,0,0,0,0,2019/9/13,99.66,未拔出
01有排行有提醒,粤B3R80W,0.05,1098.75,0.02,0.06,0.83,0,0,0,0,0,2019/9/13,99.81,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/13,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/13,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/13,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/13,100,未拔出
01有排行有提醒,粤BT2220,31.76,19876.72,8.61,1.23,25.82,9,6,0,0,0,2019/9/14,91.13,未拔出
01有排行有提醒,粤L39ES3,15.35,1359.77,2.25,0.99,15.51,1,8,0,0,0.23,2019/9/14,95.53,未拔出
01有排行有提醒,粤B2K335,12.09,2058.01,1.55,0.97,12.46,0,3,0,0,0.36,2019/9/14,97,未拔出
01有排行有提醒,粤B3R80W,0.04,1098.79,0.39,0.25,0.16,0,0,0,0,0,2019/9/14,99.27,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/14,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/14,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/14,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/14,100,未拔出
01有排行有提醒,粤B2K335,21.64,2079.65,2.28,1.28,16.91,1,1,0,0,0,2019/9/15,96.51,未拔出
01有排行有提醒,粤L39ES3,10.94,1370.71,1.9,0.8,13.68,4,3,0,0,0.38,2019/9/15,91.63,未拔出
01有排行有提醒,粤BT2220,9.07,19885.79,2.47,0.7,12.96,4,10,1,0,0,2019/9/15,95.04,未拔出
01有排行有提醒,粤B3R80W,0.72,1099.51,0.09,5.98,0.12,1,3,0,1,1.55,2019/9/15,95.75,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/15,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/15,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/15,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/15,100,未拔出
01有排行有提醒,粤L39ES3,128.2,1498.91,12.89,4.4,29.14,24,55,2,0,0.96,2019/9/16,74.53,未拔出
01有排行有提醒,粤BT2220,38.56,19924.35,14.69,2.22,17.37,13,6,0,0,0.18,2019/9/16,86.25,未拔出
01有排行有提醒,粤B2K335,0,2079.65,0,0,0,0,0,0,0,0,2019/9/16,100,未拔出
01有排行有提醒,粤B3R80W,0,1099.51,0,0,0,0,0,0,0,0,2019/9/16,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/16,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/16,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/16,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/16,0,未拔出
01有排行有提醒,粤L39ES3,156.69,1655.6,14.88,4.88,32.11,25,54,2,0,2.52,2019/9/17,75.46,未拔出
01有排行有提醒,粤BT2220,37.44,19961.79,17.36,2.04,18.35,17,11,0,0,0.48,2019/9/17,83.11,未拔出
01有排行有提醒,粤B2K335,0,2079.65,0,0,0,0,0,0,0,0,2019/9/17,100,未拔出
01有排行有提醒,粤B3R80W,0,1099.51,0,0,0,0,0,0,0,0,2019/9/17,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/17,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/17,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/17,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/17,100,未拔出
01有排行有提醒,粤L39ES3,164.08,1819.68,15.45,5.01,32.75,28,50,1,0,2.22,2019/9/18,74.1,未拔出
01有排行有提醒,粤BT2220,37.76,19999.55,14.05,2.03,18.6,12,6,0,0,0.44,2019/9/18,87.46,未拔出
01有排行有提醒,粤B2K335,19.23,2098.88,2.32,1.32,14.57,0,2,0,0,0,2019/9/18,97.67,未拔出
01有排行有提醒,粤B3R80W,0,1099.51,0,0,0,0,0,0,0,0,2019/9/18,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/18,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/18,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/18,100,未拔出
01有排行有提醒,粤BH218W,0,0,0,0,0,0,0,0,0,0,2019/9/18,100,未拔出
01有排行有提醒,粤B2K335,87.18,2186.06,9.57,4.07,21.42,20,25,3,0,2.55,2019/9/19,87.47,未拔出
01有排行有提醒,粤BT2220,63.28,20062.83,14.88,2.84,22.28,28,23,0,0,1.43,2019/9/19,85.89,未拔出
01有排行有提醒,粤B3R80W,4.19,1103.7,0.49,0.33,12.7,1,4,6,0,0.15,2019/9/19,95.37,未拔出
01有排行有提醒,粤BH218W,0.16,0.16,0,0.06,2.67,0,0,0,0,0,2019/9/19,99.77,未拔出
01有排行有提醒,粤L39ES3,0,1819.68,0,0,0,0,0,0,0,0,2019/9/19,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/19,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/19,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/19,0,未拔出
01有排行有提醒,粤L39ES3,65.72,1885.4,5.84,1.75,37.55,18,21,0,0,0.98,2019/9/20,81.1,未拔出
01有排行有提醒,粤BT2220,44.17,20107,22.24,2.78,15.89,16,21,0,0,1.15,2019/9/20,79.15,未拔出
01有排行有提醒,粤B2K335,22.16,2208.22,2.17,1.31,16.92,1,4,0,0,0,2019/9/20,95.43,未拔出
01有排行有提醒,粤B3R80W,15.89,1119.59,1.31,0.66,24.08,5,7,11,0,0.61,2019/9/20,91.53,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/20,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/20,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/20,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/20,100,未拔出
01有排行有提醒,粤L39ES3,92.59,1977.99,10.27,3.88,23.86,24,48,0,0,0.63,2019/9/21,84.64,未拔出
01有排行有提醒,粤BT2220,32.1,20139.1,10.12,1.63,19.69,17,8,0,0,0.14,2019/9/21,86.15,未拔出
01有排行有提醒,粤B2K335,2.53,2210.75,0.3,0.21,12.05,0,0,0,0,0,2019/9/21,99.37,未拔出
01有排行有提醒,粤B3R80W,0.91,1120.5,0.17,0.11,8.27,0,0,0,0,0.09,2019/9/21,97.52,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/21,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/21,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/21,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/21,100,未拔出
01有排行有提醒,粤L39ES3,94.62,2072.61,10.16,3.72,25.44,22,36,0,0,1.5,2019/9/22,79.39,未拔出
01有排行有提醒,粤B3R80W,72.91,1193.41,4.62,2.73,26.71,15,21,39,0,1.46,2019/9/22,73.27,未拔出
01有排行有提醒,粤BT2220,7.82,20146.92,3.09,0.67,11.67,6,4,0,0,0,2019/9/22,95.11,未拔出
01有排行有提醒,粤B2K335,0,2210.75,0,0,0,0,0,0,0,0,2019/9/22,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/22,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/22,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/22,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/22,100,未拔出
01有排行有提醒,粤L39ES3,116.08,2188.69,11.29,3.93,29.54,21,36,0,0,0.58,2019/9/23,89.43,未拔出
01有排行有提醒,粤B3R80W,69.9,1263.31,4.64,1.89,36.98,20,14,67,0,0,2019/9/23,75.8,未拔出
01有排行有提醒,粤BT2220,37.46,20184.38,13.7,2.05,18.27,11,9,0,0,0.32,2019/9/23,86.73,未拔出
01有排行有提醒,粤B2K335,0,2210.75,0,0,0,0,0,0,0,0,2019/9/23,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/23,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/23,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/23,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/23,100,未拔出
01有排行有提醒,粤BT2220,38.01,20222.39,11.32,2.18,17.44,12,13,0,0,0.18,2019/9/24,85.14,未拔出
01有排行有提醒,粤L39ES3,22.43,2211.12,3.25,1.45,15.47,4,16,0,0,0,2019/9/24,94.83,未拔出
01有排行有提醒,粤B3R80W,0.14,1263.45,0.06,0.1,1.4,0,0,0,0,0.02,2019/9/24,99.61,未拔出
01有排行有提醒,粤B2K335,0,2210.75,0,0,0,0,0,0,0,0,2019/9/24,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/24,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/24,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/24,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/24,100,未拔出
01有排行有提醒,粤BT2220,37.64,20260.03,14.47,2.14,17.59,9,13,0,0,0.76,2019/9/25,82.17,未拔出
01有排行有提醒,粤L39ES3,29.7,2240.82,4.23,1.81,16.41,11,25,0,0,0.33,2019/9/25,92.72,未拔出
01有排行有提醒,粤B3R80W,0.13,1263.58,0.21,0.18,0.72,0,0,0,0,0.04,2019/9/25,99.46,未拔出
01有排行有提醒,粤B2K335,0,2210.75,0,0,0,0,0,0,0,0,2019/9/25,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/25,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/25,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/25,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/25,100,未拔出
01有排行有提醒,粤BT2220,57.57,20317.6,17.92,2.79,20.63,14,20,0,0,0.89,2019/9/26,88.95,未拔出
01有排行有提醒,粤L39ES3,10.6,2251.42,1.59,0.59,17.97,1,8,0,0,0.33,2019/9/26,90.36,未拔出
01有排行有提醒,粤B2K335,4.24,2214.99,0.4,0.23,18.43,1,1,0,0,0,2019/9/26,96.68,未拔出
01有排行有提醒,粤B3R80W,0.09,1263.67,0.05,0.08,1.13,0,0,0,0,0.04,2019/9/26,99.53,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/26,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/26,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/26,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/26,100,未拔出
01有排行有提醒,粤BT2220,88.83,20406.43,22.75,3.1,28.65,22,14,0,0,1.01,2019/9/27,81.39,未拔出
01有排行有提醒,粤L39ES3,80.55,2331.97,7.85,2.73,29.51,19,36,1,0,1.06,2019/9/27,84.65,未拔出
01有排行有提醒,粤B3R80W,0.24,1263.91,0.14,0.11,2.18,0,0,0,0,0.02,2019/9/27,99.42,未拔出
01有排行有提醒,粤B2K335,0,2214.99,0,0,0,0,0,0,0,0,2019/9/27,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/27,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/27,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/27,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/27,100,未拔出
01有排行有提醒,粤L39ES3,132.22,2464.19,13.3,4.62,28.62,16,36,0,0,1.73,2019/9/28,84.68,未拔出
01有排行有提醒,粤B2K335,78.07,2293.06,5.4,2.21,35.33,10,0,0,0,0.59,2019/9/28,85.49,未拔出
01有排行有提醒,粤B3R80W,0.07,1263.98,0.02,0.05,1.4,0,0,0,0,0.02,2019/9/28,99.63,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/28,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/28,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/28,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/28,100,未拔出
01有排行有提醒,粤BT2220,0,20406.43,0,0,0,0,0,0,0,0,2019/9/28,100,未拔出
01有排行有提醒,粤B2K335,63.15,2356.21,4.38,1.73,36.5,7,2,0,0,0,2019/9/29,90.21,未拔出
01有排行有提醒,粤BT2220,18.67,20425.1,6.5,0.9,20.74,2,2,0,0,0.25,2019/9/29,86.85,未拔出
01有排行有提醒,粤B3R80W,0.07,1264.05,0.06,0.06,1.17,0,0,0,0,0.01,2019/9/29,99.71,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/29,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/29,100,未拔出
01有排行有提醒,粤L39ES3,0,2464.19,0,0,0,0,0,0,0,0,2019/9/29,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/29,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/29,0,未拔出
01有排行有提醒,粤L39ES3,96.4,2560.59,10.16,3.57,27,26,47,2,0,0.9,2019/9/30,84.43,未拔出
01有排行有提醒,粤B2K335,96.01,2452.22,8.85,3.74,25.67,24,10,2,0,1.48,2019/9/30,88.22,未拔出
01有排行有提醒,粤BT2220,39.41,20464.51,12.81,1.65,23.88,24,16,0,0,0,2019/9/30,85.95,未拔出
01有排行有提醒,粤B3R80W,0.07,1264.12,0.03,0.05,1.4,0,0,0,0,0.02,2019/9/30,99.63,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/30,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2019/9/30,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/30,100,未拔出
01有排行有提醒,粤BH218W,0,0.16,0,0,0,0,0,0,0,0,2019/9/30,100,未拔出
