部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
01有排行有提醒,粤B3R80W,15.7,9444.82,1.83,1.48,10.61,12,10,0,0,1.18,2020/6/3,92.55,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/3,0,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/3,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/3,100,未拔出
01有排行有提醒,皖AT0568,435.43,56434.05,61.57,17,25.61,72,169,0,2,7.55,2020/6/4,48.99,未拔出
01有排行有提醒,皖AT0628,384.15,36770.51,53.95,17.07,22.5,189,283,7,2,4.6,2020/6/4,54.76,未拔出
01有排行有提醒,皖AT0650,366.75,51195.3,52.49,14.78,24.81,49,38,8,1,7.34,2020/6/4,46.18,未拔出
01有排行有提醒,皖AT0599,319.02,48782.16,40.71,14.46,22.06,86,261,1,2,4.21,2020/6/4,52.94,未拔出
01有排行有提醒,皖AT0665,299.27,60184.06,45.77,12.51,23.92,53,72,1,2,0.69,2020/6/4,32.19,未拔出
01有排行有提醒,皖AT0553,273.4,34488.31,41.48,12.38,22.08,199,244,0,1,1.46,2020/6/4,53.04,未拔出
01有排行有提醒,粤BT2220,36.94,27937.61,16.06,2.33,15.85,14,10,0,0,0.34,2020/6/4,83.54,未拔出
01有排行有提醒,皖AT0642,22.57,8523.51,2.48,0.65,34.72,0,9,1,0,0.32,2020/6/4,92.13,未拔出
01有排行有提醒,粤B3R80W,11.51,9456.33,1,0.73,15.77,2,2,1,0,0.46,2020/6/4,91.36,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/4,0,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/4,0,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/4,100,未拔出
01有排行有提醒,皖AT0568,439.21,56873.26,60.16,17.63,24.91,95,155,0,2,5.51,2020/6/5,34.4,未拔出
01有排行有提醒,皖AT0628,424.28,37194.79,53.43,17.72,23.94,316,310,7,3,4.54,2020/6/5,33.84,未拔出
01有排行有提醒,皖AT0665,322.54,60506.6,46.13,13.67,23.59,108,117,2,1,1.67,2020/6/5,49.23,未拔出
01有排行有提醒,皖AT0650,281.61,51476.91,35.29,10.44,26.97,48,39,6,0,2.93,2020/6/5,80.57,未拔出
01有排行有提醒,皖AT0553,267.82,34756.13,36.79,11.52,23.25,162,147,0,1,1.26,2020/6/5,43.19,未拔出
01有排行有提醒,皖AT0599,167.38,48949.54,22.52,8.48,19.74,61,156,3,1,0.07,2020/6/5,56.77,未拔出
01有排行有提醒,粤BT2220,37.14,27974.75,14.83,2.88,12.9,7,7,0,0,0.99,2020/6/5,81.93,未拔出
01有排行有提醒,皖AT0642,28.67,8552.18,3.08,0.72,39.82,1,17,2,0,0.42,2020/6/5,88.39,未拔出
01有排行有提醒,粤B3R80W,20.6,9476.93,2.04,1.55,13.29,6,5,0,0,1.05,2020/6/5,89.3,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/5,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/5,0,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/5,100,未拔出
01有排行有提醒,皖AT0650,471.84,51948.75,55.77,11.53,40.92,25,31,3,0,8.9,2020/6/6,63.38,未拔出
01有排行有提醒,皖AT0568,377.26,57250.52,52.52,16.16,23.35,73,133,1,1,4.04,2020/6/6,65.33,未拔出
01有排行有提醒,皖AT0553,297.66,35053.79,40.59,11.94,24.93,226,234,4,1,1.38,2020/6/6,38.93,未拔出
01有排行有提醒,皖AT0599,275.72,49225.26,33.92,12.18,22.64,57,153,0,1,4.51,2020/6/6,55.91,未拔出
01有排行有提醒,皖AT0628,265.41,37460.2,37.06,9.43,28.15,237,290,7,2,0,2020/6/6,44.63,未拔出
01有排行有提醒,皖AT0665,209.71,60716.31,26.6,7.07,29.66,42,93,1,1,0.54,2020/6/6,70.61,未拔出
01有排行有提醒,粤BT2220,31.22,28005.97,7.62,1.18,26.46,16,11,0,0,0,2020/6/6,88.08,未拔出
01有排行有提醒,皖AT0642,22.91,8575.09,2.6,0.65,35.25,2,14,1,0,0.32,2020/6/6,90.77,未拔出
01有排行有提醒,粤B3R80W,12.45,9489.38,1.1,0.84,14.82,1,4,0,0,0.53,2020/6/6,90.18,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/6,0,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0.16,0.14,0,0,0,0,0,0,2020/6/6,0,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/6,0,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/6,100,未拔出
01有排行有提醒,皖AT0628,508.46,37968.66,62.57,18.44,27.57,310,429,9,3,6.43,2020/6/7,23.56,未拔出
01有排行有提醒,皖AT0650,359.43,52308.18,46.9,12.12,29.66,31,36,4,0,4.07,2020/6/7,80.04,未拔出
01有排行有提醒,皖AT0599,311.57,49536.83,34.53,11.23,27.74,58,206,2,1,3.32,2020/6/7,47.4,未拔出
01有排行有提醒,皖AT0568,265.47,57515.99,37.7,12.38,21.44,64,106,1,1,0.8,2020/6/7,70.57,未拔出
01有排行有提醒,皖AT0553,256.45,35310.24,34.58,10.64,24.1,248,241,3,1,1.05,2020/6/7,38.8,未拔出
01有排行有提醒,皖AT0642,213.43,8788.52,22.56,5.16,41.36,16,83,9,0,1.89,2020/6/7,84.65,未拔出
01有排行有提醒,皖AT0665,197.12,60913.43,30.77,7.97,24.73,46,55,1,1,1.45,2020/6/7,22.63,未拔出
01有排行有提醒,粤BT2220,13.5,28019.47,4.6,1.11,12.16,20,9,0,0,0,2020/6/7,91.67,未拔出
01有排行有提醒,粤B3R80W,12.03,9501.41,1.46,1.12,10.74,1,1,0,0,0.68,2020/6/7,92.91,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/7,0,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/7,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/7,100,未拔出
01有排行有提醒,皖AT0568,413.03,57929.02,60.61,17.31,23.86,51,139,0,2,4.54,2020/6/8,41.36,未拔出
01有排行有提醒,皖AT0665,353.31,61266.74,45.28,12.26,28.82,83,98,4,2,1.05,2020/6/8,57.03,未拔出
01有排行有提醒,皖AT0650,342.2,52650.38,44.72,11.98,28.56,40,36,5,0,8.93,2020/6/8,60.16,未拔出
01有排行有提醒,皖AT0553,302.07,35612.31,41.79,12.48,24.2,196,210,1,1,1.09,2020/6/8,56.18,未拔出
01有排行有提醒,皖AT0599,294.82,49831.65,35.95,12.86,22.93,72,215,1,0,3.98,2020/6/8,65.88,未拔出
01有排行有提醒,皖AT0628,84.53,38053.19,12.65,9.39,9,100,122,1,1,0.02,2020/6/8,55.16,未拔出
01有排行有提醒,粤BT2220,56.02,28075.49,21.94,3.79,14.78,11,18,0,0,0.36,2020/6/8,85.81,未拔出
01有排行有提醒,皖AT0642,31.41,8819.93,4.1,1.42,22.12,4,10,2,0,0.57,2020/6/8,89.21,未拔出
01有排行有提醒,粤B3R80W,21.99,9523.4,2.38,1.76,12.49,7,13,5,0,1.05,2020/6/8,87.05,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/8,0,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/8,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/8,0,未拔出
01有排行有提醒,皖AT0599,437,50268.65,53.59,19.25,22.7,121,345,1,2,7.61,2020/6/9,42.9,未拔出
01有排行有提醒,皖AT0568,413.1,58342.12,57.8,16.7,24.74,87,151,0,2,11.57,2020/6/9,42.65,未拔出
01有排行有提醒,皖AT0665,349.31,61616.05,50.03,12.92,27.04,65,118,2,1,0.86,2020/6/9,49.81,未拔出
01有排行有提醒,皖AT0628,292.55,38345.74,37.2,12.11,24.16,60,166,6,1,7.13,2020/6/9,45.76,未拔出
01有排行有提醒,皖AT0553,204.17,35816.48,31.77,12.36,16.52,205,237,6,0,1.35,2020/6/9,44.37,未拔出
01有排行有提醒,粤BT2220,39.52,28115.01,13.54,2.64,14.97,9,9,0,0,0.34,2020/6/9,88.21,未拔出
01有排行有提醒,皖AT0650,36.77,52687.15,5.4,1.72,21.38,5,9,0,0,1.72,2020/6/9,85.58,未拔出
01有排行有提醒,皖AT0642,23.16,8843.09,3.2,1.3,17.82,1,6,1,0,0.73,2020/6/9,90.9,未拔出
01有排行有提醒,粤B3R80W,4.32,9527.72,0.74,0.75,5.76,1,2,0,0,0.34,2020/6/9,96.1,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/9,0,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/9,0,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0.12,0.05,0,0,0,0,0,0,2020/6/9,0,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/9,100,未拔出
01有排行有提醒,皖AT0568,367.92,58710.04,50.38,16.58,22.19,56,178,0,1,4.1,2020/6/10,59.1,未拔出
01有排行有提醒,皖AT0599,366.16,50634.81,41.49,15.04,24.35,99,251,0,0,8.17,2020/6/10,65.19,未拔出
01有排行有提醒,皖AT0665,286.46,61902.51,41.48,12.09,23.69,54,56,1,2,0.9,2020/6/10,46.98,未拔出
01有排行有提醒,皖AT0553,243.24,36059.72,38.84,12.26,19.84,222,196,1,2,1.08,2020/6/10,50.42,未拔出
01有排行有提醒,皖AT0628,219.08,38564.82,29.94,8.27,26.49,180,222,3,2,0,2020/6/10,45.36,未拔出
01有排行有提醒,皖AT0650,205.65,52892.8,29.24,8.73,23.56,33,38,7,0,3.9,2020/6/10,75.57,未拔出
01有排行有提醒,粤BT2220,38.09,28153.1,19.09,2.56,14.88,18,10,0,0,0.6,2020/6/10,65.52,未拔出
01有排行有提醒,皖AT0642,37.16,8880.25,5.23,1.96,18.96,2,15,3,0,0.71,2020/6/10,89.39,未拔出
01有排行有提醒,粤B3R80W,14.99,9542.71,1.56,1.21,12.39,5,5,4,0,0.87,2020/6/10,92.48,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/10,0,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/10,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/10,100,未拔出
01有排行有提醒,皖AT0628,502.32,39067.14,63.84,17.28,29.07,211,319,6,4,4.22,2020/6/11,35.2,未拔出
01有排行有提醒,皖AT0599,376.84,51011.65,43.76,14.7,25.64,98,249,3,3,10.76,2020/6/11,32.65,未拔出
01有排行有提醒,皖AT0568,373.43,59083.47,52.84,16.06,23.25,45,118,1,1,4.19,2020/6/11,64.59,未拔出
01有排行有提醒,皖AT0665,352.23,62254.74,47.68,12.82,27.48,109,88,1,2,1.38,2020/6/11,13.7,未拔出
01有排行有提醒,皖AT0553,210.94,36270.66,34.82,11.63,18.14,170,166,3,1,1.28,2020/6/11,53.84,未拔出
01有排行有提醒,粤BT2220,57.26,28210.36,19.9,2.88,19.88,29,25,0,0,0.39,2020/6/11,86.71,未拔出
01有排行有提醒,皖AT0642,23.01,8903.26,2.43,0.63,36.52,1,11,0,0,0.34,2020/6/11,90.4,未拔出
01有排行有提醒,皖AT0650,16.26,52909.06,3.04,1.15,14.14,4,4,0,0,0.32,2020/6/11,93.03,未拔出
01有排行有提醒,粤B3R80W,8.6,9551.31,0.94,0.77,11.17,4,5,2,0,0.48,2020/6/11,92.76,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/11,0,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/11,0,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/11,100,未拔出
01有排行有提醒,皖AT0628,419.89,39487.03,55.68,17.28,24.3,201,355,6,3,4.8,2020/6/12,33.79,未拔出
01有排行有提醒,皖AT0599,399.99,51411.64,47.93,17.14,23.34,153,281,3,3,7.64,2020/6/12,34.18,未拔出
01有排行有提醒,皖AT0665,360.63,62615.37,45.71,13.08,27.57,55,42,2,1,1.33,2020/6/12,59.6,未拔出
01有排行有提醒,皖AT0568,337.3,59420.77,45.82,13.79,24.46,36,106,2,2,3.53,2020/6/12,64.87,未拔出
01有排行有提醒,皖AT0553,269.51,36540.17,41.91,12.64,21.32,193,193,4,1,1.44,2020/6/12,54.06,未拔出
01有排行有提醒,皖AT0650,143.36,53052.42,16.47,7.47,19.19,31,23,6,0,7.73,2020/6/12,44.28,未拔出
01有排行有提醒,粤BT2220,36.58,28246.94,20.87,3.23,11.33,22,12,0,0,1.15,2020/6/12,77.44,未拔出
01有排行有提醒,皖AT0642,23.03,8926.29,2.6,0.7,32.9,1,9,0,0,0,2020/6/12,93.72,未拔出
01有排行有提醒,粤B3R80W,8.66,9559.97,0.88,0.55,15.75,7,6,1,0,0.34,2020/6/12,90.37,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/12,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/12,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/12,0,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/12,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/12,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/12,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/12,100,未拔出
