部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度.KM.H.,急加速,急减速,急转弯,疲劳驾驶.次数.,夜间驾驶时长.H.,日期,驾驶行为评分,插拔
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/1,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/2,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/3,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/4,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/5,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/6,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/7,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/8,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/9,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/10,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/11,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/12,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/13,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/14,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/15,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/16,0,拔出
01有排行有提醒,粤BT2220,0,16040.83,0,0,0,0,0,0,0,0,2019/6/17,100,未拔出
01有排行有提醒,粤BT2220,37.12,16077.95,13.09,1.89,19.64,11,13,0,0,0.17,2019/6/18,84.82,未拔出
01有排行有提醒,粤BT2220,37.45,16115.4,14.65,2.05,18.27,13,7,0,0,0.2,2019/6/19,86.31,未拔出
01有排行有提醒,粤BT2220,56.01,16171.41,21.2,2.93,19.12,11,18,0,0,1.07,2019/6/20,88.27,未拔出
01有排行有提醒,粤BT2220,48.59,16220,20.05,3.04,15.98,12,14,0,0,1.06,2019/6/21,86.76,未拔出
01有排行有提醒,粤BT2220,47.3,16267.3,15.01,2.61,18.12,15,17,0,0,0.58,2019/6/22,91.58,未拔出
01有排行有提醒,粤BT2220,30.61,16297.91,7.61,1.25,24.49,11,11,0,0,0,2019/6/23,90.91,未拔出
01有排行有提醒,粤BT2220,42.49,16340.4,17.06,2.45,17.34,8,10,0,0,0.6,2019/6/24,88.71,未拔出
01有排行有提醒,粤BT2220,37.47,16377.87,14.52,2.29,16.36,6,4,0,0,0.45,2019/6/25,86.7,未拔出
01有排行有提醒,粤BT2220,37.36,16415.23,15.47,2,18.68,10,7,0,0,0.44,2019/6/26,85.76,未拔出
01有排行有提醒,粤BT2220,43.7,16458.93,15.17,2.7,16.19,12,14,0,0,0.65,2019/6/27,86.22,未拔出
01有排行有提醒,粤BT2220,59.29,16518.22,18.55,3.48,17.04,14,24,1,0,1.35,2019/6/28,88.28,未拔出
01有排行有提醒,粤BT2220,46.71,16564.93,9.79,1.95,23.95,11,22,1,0,0.6,2019/6/29,86.65,未拔出
01有排行有提醒,粤BT2220,53.88,16618.81,16.1,3.01,17.9,12,38,0,0,0,2019/6/30,91.9,未拔出
01有排行有提醒,粤BT2220,37.49,16656.3,15.37,2.12,17.68,9,11,0,0,0.05,2019/7/1,87.17,未拔出
01有排行有提醒,粤BT2220,37.17,16693.47,14.89,2.28,16.3,10,14,0,0,0.42,2019/7/2,83.82,未拔出
01有排行有提醒,粤BT2220,37.43,16730.9,18.61,2.47,15.15,8,6,0,0,0.77,2019/7/3,83.72,未拔出
01有排行有提醒,粤BT2220,42.07,16772.97,15.12,2.46,17.1,5,9,0,0,0.69,2019/7/4,88.53,未拔出
01有排行有提醒,粤BT2220,44.08,16817.05,17.57,3.04,14.5,14,6,0,0,1.26,2019/7/5,83.49,未拔出
01有排行有提醒,粤BT2220,6.54,16823.59,2.37,0.5,13.08,2,2,0,0,0.5,2019/7/6,91.98,未拔出
01有排行有提醒,粤BT2220,36.05,16859.64,7.67,1.27,28.39,8,10,0,0,0,2019/7/7,91.43,未拔出
01有排行有提醒,粤BT2220,36.88,16896.52,9.55,1.69,21.82,8,11,0,0,0.19,2019/7/8,87.31,未拔出
01有排行有提醒,粤BT2220,73.16,16969.68,21.79,3.06,23.91,16,19,0,0,0,2019/7/9,86.4,未拔出
01有排行有提醒,粤BT2220,37.5,17007.18,10.48,1.68,22.32,10,8,0,0,0.18,2019/7/10,87.51,未拔出
01有排行有提醒,粤BT2220,42.66,17049.84,14.39,2.33,18.31,8,20,0,0,0.51,2019/7/11,87.9,未拔出
01有排行有提醒,粤BT2220,43.5,17093.34,13.58,2.31,18.83,11,9,0,0,1.02,2019/7/12,85.13,未拔出
01有排行有提醒,粤BT2220,42.71,17136.05,11.13,2.05,20.83,15,21,1,0,0,2019/7/13,73.25,未拔出
01有排行有提醒,粤BT2220,47.76,17183.81,12.35,2.22,21.51,19,27,0,0,0,2019/7/14,91.02,未拔出
01有排行有提醒,粤BT2220,63.64,17247.45,17.55,2.69,23.66,17,25,0,0,1.11,2019/7/15,85.63,未拔出
01有排行有提醒,粤BT2220,43.04,17290.49,13.3,2.34,18.39,7,15,0,0,0.7,2019/7/16,81.68,未拔出
01有排行有提醒,粤BT2220,54.39,17344.88,17.28,2.71,20.07,19,15,0,0,1.04,2019/7/17,83.73,未拔出
01有排行有提醒,粤BT2220,69.18,17414.06,20.31,3.19,21.69,29,33,0,0,0,2019/7/18,88.79,未拔出
01有排行有提醒,粤BT2220,0,17414.06,0,0,0,0,0,0,0,0,2019/7/19,100,未拔出
01有排行有提醒,粤BT2220,0,17414.06,0,0,0,0,0,0,0,0,2019/7/20,100,未拔出
01有排行有提醒,粤BT2220,62.3,17476.36,15.07,3.46,18.01,22,25,0,0,0,2019/7/21,86.23,未拔出
01有排行有提醒,粤BT2220,58.58,17534.94,20.91,3.39,17.28,22,17,0,0,1.48,2019/7/22,86.43,未拔出
01有排行有提醒,粤BT2220,37.55,17572.49,11.85,1.63,23.04,9,4,0,0,0.72,2019/7/23,85.46,未拔出
01有排行有提醒,粤BT2220,57.76,17630.25,17.03,3.03,19.06,24,25,0,0,1.52,2019/7/24,74.89,未拔出
01有排行有提醒,粤BT2220,41.92,17672.17,11.15,1.92,21.83,13,11,0,0,0.45,2019/7/25,87.53,未拔出
01有排行有提醒,粤BT2220,102.01,17774.18,28.32,4.3,23.72,25,31,0,0,0.98,2019/7/26,79.43,未拔出
01有排行有提醒,粤BT2220,56.85,17831.03,13.34,2.51,22.65,11,18,0,0,0,2019/7/27,88.16,未拔出
01有排行有提醒,粤BT2220,32.97,17864,6.92,1.04,31.7,5,13,0,0,0,2019/7/28,90.2,未拔出
01有排行有提醒,粤BT2220,39.26,17903.26,13.96,1.95,20.13,7,9,0,0,0.65,2019/7/29,86.54,未拔出
01有排行有提醒,粤BT2220,36.62,17939.88,12.62,1.84,19.9,10,13,0,0,0.34,2019/7/30,85.31,未拔出
01有排行有提醒,粤BT2220,69.04,20115.61,22.25,2.81,0,14,22,4,0,0.53,2019/8/1,0,未拔出
01有排行有提醒,粤BT2220,54.53,18082.45,14.03,2.34,23.3,11,9,0,0,0.96,2019/8/2,85.19,未拔出
01有排行有提醒,粤BT2220,32.68,18115.13,8.24,1.07,30.54,7,6,0,0,0,2019/8/3,91.17,未拔出
01有排行有提醒,粤BT2220,32.83,18147.96,6.91,0.98,33.5,9,8,0,0,0,2019/8/4,90.49,未拔出
01有排行有提醒,粤BT2220,38.55,18186.51,12.51,2.06,18.71,17,15,0,0,0.03,2019/8/5,86.05,未拔出
01有排行有提醒,粤BT2220,38.47,20312.67,10.79,1.73,0,10,14,0,0,0.53,2019/8/6,0,未拔出
01有排行有提醒,粤BT2220,36.92,20349.59,12.88,2.06,0,8,14,0,0,0.43,2019/8/7,0,未拔出
01有排行有提醒,粤S45B27,57.96,57.96,5.82,1.64,0,2,18,0,0,1.48,2019/8/8,0,未拔出
01有排行有提醒,粤BT2220,41.64,20391.23,15.45,2.17,0,15,28,4,0,0.66,2019/8/8,0,未拔出
01有排行有提醒,粤S45B27,188.83,246.79,20.93,5.92,31.9,38,79,1,0,0.58,2019/8/9,70.71,未拔出
01有排行有提醒,粤BT2220,36.48,18340.02,15.18,1.97,18.52,8,5,0,0,0.77,2019/8/9,85.81,未拔出
01有排行有提醒,粤LBY602,200.63,289.42,22.11,8.05,24.92,24,43,0,1,0.26,2019/8/10,74.94,未拔出
01有排行有提醒,粤S45B27,135.36,382.15,16.79,5.63,24.04,28,78,0,0,0.13,2019/8/10,83.44,未拔出
01有排行有提醒,粤BT2220,34.65,18374.67,6.77,1.1,31.5,11,14,0,0,0,2019/8/10,88.67,未拔出
01有排行有提醒,粤LBY602,144.92,434.34,17.06,6.29,23.04,12,15,4,1,2.28,2019/8/11,19.26,未拔出
01有排行有提醒,粤S45B27,100.78,482.93,12.35,4.74,21.26,17,49,2,0,0.1,2019/8/11,84.88,未拔出
01有排行有提醒,粤BT2220,45.79,18420.46,10.08,1.63,28.09,6,16,1,0,0,2019/8/11,89.59,未拔出
01有排行有提醒,粤S45B27,170.17,653.1,18.32,5.48,31.05,16,55,0,0,1.8,2019/8/12,80.27,未拔出
01有排行有提醒,粤LBY602,64.97,499.31,7.59,2.95,22.02,20,24,0,0,0,2019/8/12,91.63,未拔出
01有排行有提醒,粤BT2220,41.65,18462.11,13.5,2.27,18.35,11,3,0,0,1.1,2019/8/12,86.62,未拔出
01有排行有提醒,粤S45B27,154.44,807.54,17.6,6.16,25.07,27,66,3,0,3.77,2019/8/13,67.05,未拔出
01有排行有提醒,粤BT2220,41.33,18503.44,11.18,1.86,22.22,16,11,0,0,0.83,2019/8/13,86.52,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/13,100,未拔出
01有排行有提醒,粤S45B27,136.88,944.42,13.6,3.99,34.31,22,57,0,0,1.64,2019/8/14,77.41,未拔出
01有排行有提醒,粤BT2220,50.32,18553.76,16.31,2.81,17.91,15,14,0,0,0.92,2019/8/14,88.93,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/14,100,未拔出
01有排行有提醒,粤S45B27,212.15,1156.57,21.84,7.19,29.51,26,62,0,0,1.15,2019/8/15,80.68,未拔出
01有排行有提醒,粤BT2220,59.01,18612.77,14.37,2.34,25.22,15,15,0,0,0.89,2019/8/15,89.43,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/15,100,未拔出
01有排行有提醒,粤B2K335,66.4,348.61,6.69,4,16.6,2,6,0,0,0.48,2019/8/16,89.5,未拔出
01有排行有提醒,粤BT2220,46.94,18659.71,12.93,2.45,19.16,15,7,0,0,0.74,2019/8/16,87.08,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/16,100,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/16,100,未拔出
01有排行有提醒,粤B2K335,332.35,680.96,23.16,7.71,43.11,5,13,0,1,3.4,2019/8/17,39.39,未拔出
01有排行有提醒,粤LBY602,20.85,520.16,2.23,1.13,18.45,0,2,0,0,0.5,2019/8/17,94.77,未拔出
01有排行有提醒,粤BT2220,0.1,18659.81,0.25,0.06,1.67,0,0,0,0,0,2019/8/17,99.79,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/17,100,未拔出
01有排行有提醒,粤LBY602,137.48,657.64,12.38,4.69,29.31,4,9,0,0,0.62,2019/8/18,82.86,未拔出
01有排行有提醒,粤B2K335,70.18,751.14,6.23,3.46,20.28,4,4,0,0,1.33,2019/8/18,88,未拔出
01有排行有提醒,粤BT2220,37.98,18697.79,12.03,1.57,24.19,8,9,1,0,0.43,2019/8/18,90.32,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/18,100,未拔出
01有排行有提醒,粤LBY602,70.2,727.84,5.96,2.37,29.62,5,26,2,0,0,2019/8/19,85.76,未拔出
01有排行有提醒,粤BT2220,41.36,18739.15,14.47,2.39,17.31,12,10,0,0,1.24,2019/8/19,86.3,未拔出
01有排行有提醒,粤B2K335,11.78,762.92,1.36,0.65,18.12,4,2,0,0,0.01,2019/8/19,96.02,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/19,100,未拔出
01有排行有提醒,粤BT2220,41.9,18781.05,10.03,2.02,20.74,4,11,0,0,1.13,2019/8/20,87.21,未拔出
01有排行有提醒,粤B2K335,39.22,802.14,4.58,2.33,16.83,6,6,0,0,0.69,2019/8/20,93.74,未拔出
01有排行有提醒,粤L39ES3,8.88,0,1.75,0.81,10.96,1,5,0,0,0.26,2019/8/20,95.67,未拔出
01有排行有提醒,粤B048RX,3.28,0,0.89,0.4,8.2,0,0,0,0,0.14,2019/8/20,98.77,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,0,2019/8/20,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/20,100,未拔出
01有排行有提醒,粤BT2220,48.8,18829.85,15.9,2.25,21.69,10,18,1,0,1.4,2019/8/21,88,未拔出
01有排行有提醒,粤B3R80W,39.67,457.92,5.82,3.47,11.43,23,15,1,0,0,2019/8/21,83.14,未拔出
01有排行有提醒,粤B048RX,33,110.63,5.16,1.85,17.84,2,0,0,0,0.67,2019/8/21,94.43,未拔出
01有排行有提醒,粤B2K335,27.61,829.75,2.47,1.21,22.82,2,1,1,0,0.73,2019/8/21,91.8,未拔出
01有排行有提醒,粤L39ES3,6.5,15.38,1.32,0.59,11.02,5,8,0,0,0,2019/8/21,94.89,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,NA,2019/8/21,100,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,NA,2019/8/21,100,未拔出
01有排行有提醒,粤B3R80W,135.43,593.35,12.69,5.79,23.39,22,29,2,1,2.2,2019/8/22,61.01,未拔出
01有排行有提醒,粤BT2220,56.53,18886.38,13.32,2.43,23.26,15,19,0,0,0.97,2019/8/22,81.88,未拔出
01有排行有提醒,粤B2K335,27.2,856.95,2.52,1.13,24.07,5,4,0,0,0.5,2019/8/22,90.87,未拔出
01有排行有提醒,粤L39ES3,17.43,32.81,2.61,1.08,16.14,4,12,0,0,0.88,2019/8/22,92.49,未拔出
01有排行有提醒,粤B048RX,11.16,121.79,1.87,0.63,17.71,1,2,0,0,0,2019/8/22,94.9,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,0,2019/8/22,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/22,100,未拔出
01有排行有提醒,粤B3R80W,96.79,690.14,7.3,3.08,31.43,27,32,4,0,0.27,2019/8/23,76.73,未拔出
01有排行有提醒,粤B2K335,82.05,939,7.46,3.5,23.44,18,7,2,0,0.41,2019/8/23,93.78,未拔出
01有排行有提醒,粤BT2220,37.17,18923.55,11.45,1.8,20.65,6,9,0,0,0.95,2019/8/23,83.52,未拔出
01有排行有提醒,粤L39ES3,14.37,47.18,2.5,0.97,14.81,9,13,2,0,0.19,2019/8/23,93.81,未拔出
01有排行有提醒,粤B048RX,10.58,132.37,1.27,0.42,25.19,3,3,0,0,0,2019/8/23,92.29,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/23,100,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,0,2019/8/23,100,未拔出
01有排行有提醒,粤BT2220,74.28,18997.83,16.98,2.89,25.7,18,31,0,0,0.33,2019/8/24,85.52,未拔出
01有排行有提醒,粤LBY602,45.49,773.33,4.22,2,22.75,0,8,1,0,2.47,2019/8/24,74.9,未拔出
01有排行有提醒,粤B2K335,26.6,965.76,2.63,1.18,22.54,3,4,0,0,0,2019/8/24,93.96,未拔出
01有排行有提醒,粤B048RX,24.54,156.91,4.34,1.52,16.14,2,3,1,0,0.5,2019/8/24,94.82,未拔出
01有排行有提醒,粤B3R80W,1.43,691.57,0.25,0.22,6.5,0,2,0,0,0,2019/8/24,96.58,未拔出
01有排行有提醒,粤L39ES3,0,47.18,0,0,0,0,0,0,0,0,2019/8/24,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/24,100,未拔出
01有排行有提醒,粤L39ES3,101.56,148.74,9.89,3.24,31.35,10,25,2,0,0.52,2019/8/25,86.59,未拔出
01有排行有提醒,粤B2K335,47.83,1013.59,4.21,1.95,24.53,5,8,0,0,0,2019/8/25,93.67,未拔出
01有排行有提醒,粤LBY602,46.38,819.71,4.62,2.06,22.51,2,12,1,0,0,2019/8/25,90.25,未拔出
01有排行有提醒,粤BT2220,41.8,19039.63,13.33,2.48,16.85,16,22,0,0,0.47,2019/8/25,91.02,未拔出
01有排行有提醒,粤B048RX,22.3,179.21,3.65,1.29,17.29,3,5,0,0,0,2019/8/25,95.19,未拔出
01有排行有提醒,粤B3R80W,8.13,699.7,1.33,0.98,8.3,12,4,0,0,0,2019/8/25,92.44,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/25,100,未拔出
01有排行有提醒,粤BT2220,48.49,19088.12,14.82,2.59,18.72,13,24,0,0,1.32,2019/8/26,84.86,未拔出
01有排行有提醒,粤B2K335,37.85,1051.61,3.51,1.85,20.46,2,2,0,0,0.43,2019/8/26,93.98,未拔出
01有排行有提醒,粤B048RX,21.82,201.03,3.3,1.27,17.18,4,1,0,0,0.15,2019/8/26,94.53,未拔出
01有排行有提醒,粤L39ES3,0,148.74,0,0,0,0,0,0,0,0,2019/8/26,0,未拔出
01有排行有提醒,粤LBY602,0,819.71,0,0,0,0,0,0,0,0,2019/8/26,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/26,100,未拔出
01有排行有提醒,粤B3R80W,0,699.7,0,0,0,0,0,0,0,0,2019/8/26,0,未拔出
01有排行有提醒,粤L39ES3,68.67,217.41,9.7,3.65,18.81,38,56,0,0,1.17,2019/8/27,80.08,未拔出
01有排行有提醒,粤BT2220,41.44,19129.56,14.05,1.97,21.04,8,9,0,0,1.19,2019/8/27,86.13,未拔出
01有排行有提醒,粤B2K335,35.28,1086.89,3.25,1.77,19.93,4,1,0,0,0.39,2019/8/27,94.09,未拔出
01有排行有提醒,粤B048RX,25.61,226.64,4.8,2.05,12.49,3,5,0,0,0.53,2019/8/27,94.91,未拔出
01有排行有提醒,粤B3R80W,7.23,706.93,1.09,0.52,13.9,5,10,0,0,0.33,2019/8/27,92.36,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/27,100,未拔出
01有排行有提醒,粤LBY602,0,819.71,0,0,0,0,0,0,0,0,2019/8/27,100,未拔出
01有排行有提醒,粤LBY602,48.39,868.1,4.62,2.07,23.38,0,7,2,0,1.38,2019/8/28,88.29,未拔出
01有排行有提醒,粤BT2220,41.54,19171.1,12.85,2.1,19.78,12,9,0,0,1.25,2019/8/28,86.79,未拔出
01有排行有提醒,粤L39ES3,25.58,242.99,4.09,1.67,15.32,10,22,1,0,0.41,2019/8/28,92.46,未拔出
01有排行有提醒,粤B2K335,25.21,1112.1,2.16,1.03,24.48,2,0,0,0,0.57,2019/8/28,91,未拔出
01有排行有提醒,粤B048RX,22.25,248.89,3.52,1.37,16.24,1,4,0,0,0.4,2019/8/28,93.74,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/28,100,未拔出
01有排行有提醒,粤B3R80W,0,706.93,0.09,0.08,0,0,0,0,0,0,2019/8/28,0,未拔出
01有排行有提醒,粤B3R80W,322.72,1029.65,21.7,4.81,67.09,22,28,0,0,5.95,2019/8/29,50.42,未拔出
01有排行有提醒,粤B2K335,64.41,1176.72,6.44,3.28,19.64,12,5,1,0,0,2019/8/29,94.57,未拔出
01有排行有提醒,粤BT2220,36.87,19207.97,18.06,2.28,16.17,8,6,0,0,0.85,2019/8/29,83.45,未拔出
01有排行有提醒,粤LBY602,31.48,899.58,3.82,2.05,15.36,3,7,0,0,0,2019/8/29,94.12,未拔出
01有排行有提醒,粤B048RX,27.92,276.81,4.42,1.63,17.13,1,2,0,0,0.3,2019/8/29,95.62,未拔出
01有排行有提醒,粤L39ES3,22.75,265.74,3.76,1.52,14.97,3,16,0,0,0.17,2019/8/29,92.06,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/29,100,未拔出
01有排行有提醒,粤B2K335,87.3,1264.21,9.02,4.16,20.99,11,22,1,0,0.63,2019/8/30,90.72,未拔出
01有排行有提醒,粤BT2220,45.33,19253.3,16.55,2.6,17.43,12,18,0,0,0.71,2019/8/30,88.85,未拔出
01有排行有提醒,粤B048RX,22.17,298.98,3.73,1.25,17.74,3,6,0,0,0.65,2019/8/30,93.11,未拔出
01有排行有提醒,粤B3R80W,4.67,1034.32,0.77,0.53,8.81,2,3,0,0,0,2019/8/30,94.47,未拔出
01有排行有提醒,粤LBY602,0,899.58,0.12,0.1,0,0,0,0,0,0.1,2019/8/30,0,未拔出
01有排行有提醒,粤L39ES3,0,265.74,0,0,0,0,0,0,0,0,2019/8/30,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/30,100,未拔出
01有排行有提醒,粤L39ES3,132.63,439.08,15.31,5.6,23.68,26,52,0,0,0.99,2019/9/1,74.35,未拔出
01有排行有提醒,粤BT2220,49.65,19350.92,9.3,1.53,32.45,7,10,0,0,0,2019/9/1,91.56,未拔出
01有排行有提醒,粤B048RX,27.46,356.55,5.05,2.08,13.2,3,3,0,0,0.69,2019/9/1,94.02,未拔出
01有排行有提醒,粤LBY602,9.71,937.62,0.92,0.43,22.58,0,3,0,0,0,2019/9/1,95.84,未拔出
01有排行有提醒,粤B3R80W,0.11,1034.43,0.06,0.07,1.57,0,0,0,0,0,2019/9/1,99.88,未拔出
01有排行有提醒,粤B2K335,0,1376.69,0,0,0,0,0,0,0,0,2019/9/1,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/1,100,未拔出
01有排行有提醒,粤L39ES3,111.55,550.63,12,4.49,24.84,14,33,0,0,0.22,2019/9/2,86.15,未拔出
01有排行有提醒,粤B2K335,40.91,1417.74,4.01,2.12,19.3,4,4,1,0,0.41,2019/9/2,94.08,未拔出
01有排行有提醒,粤BT2220,37.44,19388.36,12.3,1.9,19.71,6,8,0,0,0.39,2019/9/2,87.05,未拔出
01有排行有提醒,粤B048RX,26.94,383.49,4.83,2.24,12.03,5,4,0,0,0.3,2019/9/2,95.13,未拔出
01有排行有提醒,粤B3R80W,0,1034.43,0,0,0,0,0,0,0,0,2019/9/2,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/2,100,未拔出
01有排行有提醒,粤LBY602,0,937.62,0,0,0,0,0,0,0,0,2019/9/2,100,未拔出
01有排行有提醒,粤L39ES3,150.86,701.49,14.91,5.05,29.87,16,41,0,0,0.49,2019/9/3,88.15,未拔出
01有排行有提醒,粤B2K335,71.62,1489.52,7.24,4.05,17.68,4,7,1,0,0.97,2019/9/3,90.54,未拔出
01有排行有提醒,粤B3R80W,64.19,1098.62,5.04,2.22,28.91,12,20,2,0,0,2019/9/3,92.66,未拔出
01有排行有提醒,粤BT2220,37.27,19425.63,11.83,1.73,21.54,9,5,0,0,0.35,2019/9/3,87.3,未拔出
01有排行有提醒,粤LBY602,8.61,946.23,0.8,0.34,25.32,0,0,0,0,0.34,2019/9/3,95.7,未拔出
01有排行有提醒,粤B048RX,3.89,387.38,0.72,0.33,11.79,0,1,0,0,0,2019/9/3,97.38,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/3,100,未拔出
01有排行有提醒,粤L39ES3,125.01,826.5,11.8,3.76,33.25,13,19,0,0,0,2019/9/4,85.73,未拔出
01有排行有提醒,粤B2K335,75.2,1564.87,7.5,4.2,17.9,18,8,1,0,0,2019/9/4,94.21,未拔出
01有排行有提醒,粤BT2220,37.76,19463.39,15.97,2.45,15.41,5,12,0,0,0.53,2019/9/4,84.56,未拔出
01有排行有提醒,粤B3R80W,0.01,1098.63,0.07,0.06,0.17,0,0,0,0,0,2019/9/4,99.82,未拔出
01有排行有提醒,粤LBY602,0,946.23,0,0,0,0,0,0,0,0,2019/9/4,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/4,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/4,0,未拔出
01有排行有提醒,粤L39ES3,126,952.5,12.52,4.5,28,25,47,2,0,0.66,2019/9/5,86.78,未拔出
01有排行有提醒,粤BT2220,51.11,19514.5,16.69,2.38,21.47,17,14,1,0,0,2019/9/5,90.01,未拔出
01有排行有提醒,粤B2K335,44.3,1609.35,3.63,1.69,26.21,4,4,0,0,0,2019/9/5,93.87,未拔出
01有排行有提醒,粤LBY602,1.13,947.36,0.19,0.12,9.42,1,0,0,0,0,2019/9/5,98.6,未拔出
01有排行有提醒,粤B3R80W,0,1098.63,0,0,0,0,0,0,0,0,2019/9/5,0,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/5,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/5,100,未拔出
01有排行有提醒,粤L39ES3,125.11,1077.61,14.1,4.87,25.69,37,59,0,0,0.57,2019/9/6,80.81,未拔出
01有排行有提醒,粤BT2220,44.03,19558.53,15.66,2.29,19.23,7,12,0,0,1.39,2019/9/6,85.01,未拔出
01有排行有提醒,粤B2K335,36.95,1646.47,3.63,1.73,21.36,12,4,1,0,0.35,2019/9/6,91.46,未拔出
01有排行有提醒,粤LBY602,18.48,965.84,2.35,1.15,16.07,2,4,1,0,0,2019/9/6,95.19,未拔出
01有排行有提醒,粤B3R80W,0.07,1098.7,0.04,0.04,1.75,0,0,0,0,0,2019/9/6,99.86,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/6,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/9/6,100,未拔出
01有排行有提醒,粤BT2220,59.54,19618.07,17.54,2.44,24.4,9,14,0,0,0.25,2019/9/7,87.94,未拔出
01有排行有提醒,粤L39ES3,45.91,1123.52,6.16,2.43,18.89,11,23,2,0,0.17,2019/9/7,89.55,未拔出
01有排行有提醒,粤B2K335,39.67,1686.37,3.97,1.76,22.54,8,9,0,0,0.46,2019/9/7,92.68,未拔出
01有排行有提醒,粤LBY602,35.84,1001.68,3.75,1.73,20.72,2,6,0,0,0.33,2019/9/7,94,未拔出
01有排行有提醒,粤B3R80W,0,1098.7,0,0,0,0,0,0,0,0,2019/9/7,0,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2019/9/7,0,未拔出
